gU2Jsjf,Tue, 04 Jun 2019 13:20:00 GMT,color,color_1_2
gU2Jsjf,Tue, 04 Jun 2019 13:20:14 GMT,color,color_1_4
gU2Jsjf,Tue, 04 Jun 2019 13:20:20 GMT,color,color_1_5
gU2Jsjf,Tue, 04 Jun 2019 13:20:41 GMT,color,color_1_6
gU2Jsjf,Tue, 04 Jun 2019 13:20:59 GMT,color,color_1_7
gU2Jsjf,Tue, 04 Jun 2019 13:21:14 GMT,color,color_2_1
gU2Jsjf,Tue, 04 Jun 2019 13:21:25 GMT,color,color_0_8
gU2Jsjf,Tue, 04 Jun 2019 13:21:29 GMT,color,color_2_1
gU2Jsjf,Tue, 04 Jun 2019 13:22:36 GMT,color,color_1_0
gU2Jsjf,Tue, 04 Jun 2019 13:22:49 GMT,color,color_0_8
gU2Jsjf,Tue, 04 Jun 2019 13:22:56 GMT,color,color_0_8
gU2Jsjf,Tue, 04 Jun 2019 13:23:02 GMT,color,color_0_0
gU2Jsjf,Tue, 04 Jun 2019 13:23:08 GMT,missing
gU2Jsjf,Tue, 04 Jun 2019 13:23:11 GMT,color,color_0_0
