A2jz1TF,Fri, 31 May 2019 14:25:26 GMT,color,color_1_0
A2jz1TF,Fri, 31 May 2019 14:25:51 GMT,color,color_0_2
A2jz1TF,Fri, 31 May 2019 14:26:12 GMT,color,color_0_6
A2jz1TF,Fri, 31 May 2019 14:26:21 GMT,color,color_1_8
A2jz1TF,Fri, 31 May 2019 14:26:29 GMT,color,color_0_8
A2jz1TF,Fri, 31 May 2019 14:26:41 GMT,color,color_0_3
A2jz1TF,Fri, 31 May 2019 14:26:55 GMT,color,color_1_0
A2jz1TF,Fri, 31 May 2019 14:26:57 GMT,duplicate
A2jz1TF,Fri, 31 May 2019 14:27:00 GMT,duplicate
A2jz1TF,Fri, 31 May 2019 14:27:05 GMT,duplicate
A2jz1TF,Fri, 31 May 2019 14:27:06 GMT,duplicate
A2jz1TF,Fri, 31 May 2019 14:27:11 GMT,color,color_1_1
A2jz1TF,Fri, 31 May 2019 14:27:13 GMT,color,color_1_0
A2jz1TF,Fri, 31 May 2019 14:27:14 GMT,duplicate
A2jz1TF,Fri, 31 May 2019 14:27:17 GMT,duplicate
A2jz1TF,Fri, 31 May 2019 14:27:18 GMT,duplicate
A2jz1TF,Fri, 31 May 2019 14:27:19 GMT,color,color_0_0
