Egz23wZ,Thu, 30 May 2019 04:59:36 GMT,color,color_1_7
Egz23wZ,Thu, 30 May 2019 04:59:59 GMT,color,color_1_6
Egz23wZ,Thu, 30 May 2019 05:00:12 GMT,color,color_1_0
Egz23wZ,Thu, 30 May 2019 05:00:39 GMT,color,color_3_7
Egz23wZ,Thu, 30 May 2019 05:00:55 GMT,color,color_0_8
Egz23wZ,Thu, 30 May 2019 05:01:21 GMT,color,color_2_6
Egz23wZ,Thu, 30 May 2019 05:01:35 GMT,color,color_0_8
Egz23wZ,Thu, 30 May 2019 05:01:37 GMT,duplicate
Egz23wZ,Thu, 30 May 2019 05:01:39 GMT,color,color_0_8
Egz23wZ,Thu, 30 May 2019 05:01:40 GMT,duplicate
Egz23wZ,Thu, 30 May 2019 05:02:01 GMT,color,color_0_4
